CLUSTER_COUNT	STATUS	CLUSTER_SIZE	DATASET	RESOURCE_URI	CLUSTER_ID	ILN_GROUP
374	B	8	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26333298p2	PH1b1f359b47b2d9d	2
374	B	8	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26357685p2	PH1b1f359b47b2d9d	 
374	B	8	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26376575p2	PH1b1f359b47b2d9d	2
374	B	8	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26391583p2	PH1b1f359b47b2d9d	1
374	B	8	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26392794p2	PH1b1f359b47b2d9d	 

375	B	8	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId10796685p1	PH030e81300a86cee	1
375	B	8	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId10796710p2	PH030e81300a86cee	1
375	B	8	http://www.vondel.humanities.uva.nl/ecartico/persons/	27965	PH030e81300a86cee	 
375	B	8	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26325766p3	PH030e81300a86cee	 
375	B	8	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26356058p1	PH030e81300a86cee	 
375	B	8	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26356080p1	PH030e81300a86cee	 
375	B	8	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26356102p1	PH030e81300a86cee	 
375	B	8	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26385936p3	PH030e81300a86cee	 

376	B	5	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId10822229p2	PH4d8f8df1a409822	1
376	B	5	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId10822234p1	PH4d8f8df1a409822	1
376	B	5	http://www.vondel.humanities.uva.nl/ecartico/persons/	9756	PH4d8f8df1a409822	 
376	B	5	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26541761p1	PH4d8f8df1a409822	 
376	B	5	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26541787p1	PH4d8f8df1a409822	 

377	B	6	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId9140415p1	PH340f5a876f33860	1
377	B	6	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId9140443p2	PH340f5a876f33860	1
377	B	6	http://www.vondel.humanities.uva.nl/ecartico/persons/	13544	PH340f5a876f33860	1
377	B	6	http://www.vondel.humanities.uva.nl/ecartico/persons/	14920	PH340f5a876f33860	2
377	B	6	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26332365p1	PH340f5a876f33860	1
377	B	6	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26371964p1	PH340f5a876f33860	2

378	G	4	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId9140415p2	PH5ce7c28c7c33a52	1
378	G	4	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId9140443p1	PH5ce7c28c7c33a52	1
378	G	4	http://www.vondel.humanities.uva.nl/ecartico/persons/	13546	PH5ce7c28c7c33a52	1
378	G	4	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26332365p2	PH5ce7c28c7c33a52	1

379	B	3	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId10229413p1	PH1af50b5eee9ee11	1
379	B	3	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId10229416p2	PH1af50b5eee9ee11	1
379	B	3	http://www.vondel.humanities.uva.nl/ecartico/persons/	15192	PH1af50b5eee9ee11	 

380	B	6	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId10229413p2	PH061d6abe1c86a56	2
380	B	6	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId10229416p1	PH061d6abe1c86a56	2
380	B	6	http://www.vondel.humanities.uva.nl/ecartico/persons/	14938	PH061d6abe1c86a56	1
380	B	6	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26348014p3	PH061d6abe1c86a56	
380	B	6	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26366557p1	PH061d6abe1c86a56	1
380	B	6	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26366604p1	PH061d6abe1c86a56	

381	B	3	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId10804961p2	PH2474184c70032df	1
381	B	3	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId10804970p1	PH2474184c70032df	1
381	B	3	http://www.vondel.humanities.uva.nl/ecartico/persons/	20178	PH2474184c70032df	 

382	B	4	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId10825141p2	PH57fbb0ca1e64bcd	1
382	B	4	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId10825156p1	PH57fbb0ca1e64bcd	1
382	B	4	http://www.vondel.humanities.uva.nl/ecartico/persons/	3518	PH57fbb0ca1e64bcd	 
382	B	4	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26351076p1	PH57fbb0ca1e64bcd	 

383	B	13	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId9113750p1	PH02217ea09f479b6	1
383	B	13	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId9113757p2	PH02217ea09f479b6	1
383	B	13	http://www.vondel.humanities.uva.nl/ecartico/persons/	12461	PH02217ea09f479b6	 
383	B	13	http://www.vondel.humanities.uva.nl/ecartico/persons/	15219	PH02217ea09f479b6	 
383	B	13	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26318396p2	PH02217ea09f479b6	 
383	B	13	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26332141p2	PH02217ea09f479b6	 
383	B	13	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26364364p3	PH02217ea09f479b6	 
383	B	13	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26381842p2	PH02217ea09f479b6	 
383	B	13	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26384190p4	PH02217ea09f479b6	 
383	B	13	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26401633p2	PH02217ea09f479b6	 
383	B	13	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26402735p2	PH02217ea09f479b6	 
383	B	13	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26542901p2	PH02217ea09f479b6	 
383	B	13	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26544084p2	PH02217ea09f479b6	 

384	B	4	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId9115440p2	PHca8e104ff2616ee	1
384	B	4	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId9115441p1	PHca8e104ff2616ee	1
384	B	4	http://www.vondel.humanities.uva.nl/ecartico/persons/	21294	PHca8e104ff2616ee	 
384	B	4	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26393711p4	PHca8e104ff2616ee	 

385	B	4	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId9116825p1	PH119b147243af191	1
385	B	4	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId9116842p2	PH119b147243af191	1
385	B	4	http://www.vondel.humanities.uva.nl/ecartico/persons/	27376	PH119b147243af191	
385	B	4	http://www.vondel.humanities.uva.nl/ecartico/persons/	3517	PH119b147243af191	

386	B	21	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId9116825p2	PH04410cdf57d4ea9	2
386	B	21	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId9116842p1	PH04410cdf57d4ea9	2
386	B	21	http://www.vondel.humanities.uva.nl/ecartico/persons/	14244	PH04410cdf57d4ea9	 
386	B	21	http://www.vondel.humanities.uva.nl/ecartico/persons/	14492	PH04410cdf57d4ea9	1
386	B	21	http://www.vondel.humanities.uva.nl/ecartico/persons/	26682	PH04410cdf57d4ea9	 
386	B	21	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26318817p3	PH04410cdf57d4ea9	 
386	B	21	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26318913p2	PH04410cdf57d4ea9	 
386	B	21	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26321486p2	PH04410cdf57d4ea9	1
386	B	21	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26329038p2	PH04410cdf57d4ea9	 
386	B	21	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26329292p2	PH04410cdf57d4ea9	 
386	B	21	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26341077p2	PH04410cdf57d4ea9	 
386	B	21	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26342775p4	PH04410cdf57d4ea9	 
386	B	21	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26352342p4	PH04410cdf57d4ea9	 
386	B	21	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26359558p2	PH04410cdf57d4ea9	 
386	B	21	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26366685p2	PH04410cdf57d4ea9	 
386	B	21	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26367059p2	PH04410cdf57d4ea9	 
386	B	21	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26382205p2	PH04410cdf57d4ea9	 
386	B	21	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26396595p2	PH04410cdf57d4ea9	 
386	B	21	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26402304p2	PH04410cdf57d4ea9	
386	B	21	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26403154p4	PH04410cdf57d4ea9	
386	B	21	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26543274p2	PH04410cdf57d4ea9	 

387	B	25	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId10229867p2	PH061a47b030ea574	 
387	B	25	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId10796685p2	PH061a47b030ea574	3
387	B	25	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId10796710p1	PH061a47b030ea574	3
387	B	25	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId9135047p2	PH061a47b030ea574	 
387	B	25	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId9135080p1	PH061a47b030ea574	 
387	B	25	http://www.vondel.humanities.uva.nl/ecartico/persons/	15260	PH061a47b030ea574	
387	B	25	http://www.vondel.humanities.uva.nl/ecartico/persons/	19926	PH061a47b030ea574	1
387	B	25	http://www.vondel.humanities.uva.nl/ecartico/persons/	28074	PH061a47b030ea574	2
387	B	25	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26323612p2	PH061a47b030ea574	 
387	B	25	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26328984p2	PH061a47b030ea574	 
387	B	25	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26331800p2	PH061a47b030ea574	 
387	B	25	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26333142p2	PH061a47b030ea574	 
387	B	25	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26338173p2	PH061a47b030ea574	1
387	B	25	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26342341p2	PH061a47b030ea574	 
387	B	25	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26342512p2	PH061a47b030ea574	
387	B	25	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26345933p3	PH061a47b030ea574	2
387	B	25	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26356518p4	PH061a47b030ea574	 
387	B	25	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26359970p4	PH061a47b030ea574	 
387	B	25	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26361164p2	PH061a47b030ea574	 
387	B	25	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26364527p3	PH061a47b030ea574	 
387	B	25	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26364731p2	PH061a47b030ea574	 
387	B	25	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26377892p2	PH061a47b030ea574	 
387	B	25	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26380563p2	PH061a47b030ea574	 
387	B	25	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26398256p4	PH061a47b030ea574	
387	B	25	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26403958p2	PH061a47b030ea574	

388	B	3	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId11151848p2	PH36960a8a87f4f74	1
388	B	3	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId11151867p1	PH36960a8a87f4f74	1
388	B	3	http://www.vondel.humanities.uva.nl/ecartico/persons/	7663	PH36960a8a87f4f74	 

389	G	4	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId11151520p2	PH36623a3f608d66c	1
389	G	4	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId11151575p1	PH36623a3f608d66c	1
389	G	4	http://www.vondel.humanities.uva.nl/ecartico/persons/	13346	PH36623a3f608d66c	1
389	G	4	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26399055p1	PH36623a3f608d66c	1

390	B	6	http://www.vondel.humanities.uva.nl/ecartico/persons/	24660	PH0372d0cec730664	 
390	B	6	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26382729p1	PH0372d0cec730664	
390	B	6	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26382739p1	PH0372d0cec730664	 
390	B	6	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26382753p1	PH0372d0cec730664	 
390	B	6	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26382773p1	PH0372d0cec730664	
390	B	6	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26403102p3	PH0372d0cec730664	 

391	B	29	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24350007p1	PH0b86d63ad978a74	 
391	B	29	http://www.vondel.humanities.uva.nl/ecartico/persons/	15242	PH0b86d63ad978a74	 
391	B	29	http://www.vondel.humanities.uva.nl/ecartico/persons/	17236	PH0b86d63ad978a74	 
391	B	29	http://www.vondel.humanities.uva.nl/ecartico/persons/	28385	PH0b86d63ad978a74	 
391	B	29	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26323754p3	PH0b86d63ad978a74	 
391	B	29	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26342982p1	PH0b86d63ad978a74	 
391	B	29	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26342988p1	PH0b86d63ad978a74	 
391	B	29	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26343008p1	PH0b86d63ad978a74	 
391	B	29	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26344035p1	PH0b86d63ad978a74	 
391	B	29	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26344093p1	PH0b86d63ad978a74	 
391	B	29	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26344107p1	PH0b86d63ad978a74	 
391	B	29	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26344111p1	PH0b86d63ad978a74	2
391	B	29	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26344131p1	PH0b86d63ad978a74	1
391	B	29	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26344138p1	PH0b86d63ad978a74	1
391	B	29	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26344143p1	PH0b86d63ad978a74	 
391	B	29	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26344145p1	PH0b86d63ad978a74	 
391	B	29	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26344165p1	PH0b86d63ad978a74	 
391	B	29	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26344174p1	PH0b86d63ad978a74	 
391	B	29	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26344211p1	PH0b86d63ad978a74	 
391	B	29	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26344217p1	PH0b86d63ad978a74	3
391	B	29	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26344221p1	PH0b86d63ad978a74	 
391	B	29	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26344232p1	PH0b86d63ad978a74	 
391	B	29	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26344240p1	PH0b86d63ad978a74	 
391	B	29	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26354355p3	PH0b86d63ad978a74	 
391	B	29	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26366078p3	PH0b86d63ad978a74	 
391	B	29	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26390502p1	PH0b86d63ad978a74	 
391	B	29	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26403757p3	PH0b86d63ad978a74	3
391	B	29	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26544604p3	PH0b86d63ad978a74	2
391	B	29	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26544806p3	PH0b86d63ad978a74	 

392	B	18	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24485816p1	PH13d7c7fd0761c00	1
392	B	18	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId10825141p1	PH13d7c7fd0761c00	2
392	B	18	http://goldenagents.org/uva/SAA/person/IndexOpBegraafregistersVoor1811/	saaId10825156p2	PH13d7c7fd0761c00	2
392	B	18	http://www.vondel.humanities.uva.nl/ecartico/persons/	15314	PH13d7c7fd0761c00	1
392	B	18	http://www.vondel.humanities.uva.nl/ecartico/persons/	23647	PH13d7c7fd0761c00	 
392	B	18	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26321728p3	PH13d7c7fd0761c00	 
392	B	18	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26322878p2	PH13d7c7fd0761c00	 
392	B	18	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26327380p2	PH13d7c7fd0761c00	1
392	B	18	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26332749p2	PH13d7c7fd0761c00	 
392	B	18	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26350229p2	PH13d7c7fd0761c00	 
392	B	18	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26359907p2	PH13d7c7fd0761c00	 
392	B	18	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26360016p3	PH13d7c7fd0761c00	 
392	B	18	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26362532p4	PH13d7c7fd0761c00	 
392	B	18	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26371304p2	PH13d7c7fd0761c00	 
392	B	18	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26373526p2	PH13d7c7fd0761c00	 
392	B	18	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26385130p2	PH13d7c7fd0761c00	 
392	B	18	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26401645p2	PH13d7c7fd0761c00	 
392	B	18	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26544035p2	PH13d7c7fd0761c00	 

393	B	3	http://www.vondel.humanities.uva.nl/ecartico/persons/	18747	PH55a4bd88431888f	1
393	B	3	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26403038p1	PH55a4bd88431888f	 
393	B	3	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26403060p1	PH55a4bd88431888f	1

394	B	9	http://goldenagents.org/uva/SAA/person/IndexOpDoopregister/	saaId24258004p1	PH43cf7a5ae7284f6	 
394	B	9	http://www.vondel.humanities.uva.nl/ecartico/persons/	20439	PH43cf7a5ae7284f6	 
394	B	9	http://www.vondel.humanities.uva.nl/ecartico/persons/	20468	PH43cf7a5ae7284f6	 
394	B	9	http://www.vondel.humanities.uva.nl/ecartico/persons/	21744	PH43cf7a5ae7284f6	1
394	B	9	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26333061p4	PH43cf7a5ae7284f6	 
394	B	9	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26345612p2	PH43cf7a5ae7284f6	1
394	B	9	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26356428p2	PH43cf7a5ae7284f6	 
394	B	9	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26385417p2	PH43cf7a5ae7284f6	 
394	B	9	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26385853p3	PH43cf7a5ae7284f6	 

395	B	14	http://www.vondel.humanities.uva.nl/ecartico/persons/	15501	PH2920f25150d2eac	 
395	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26319685p2	PH2920f25150d2eac	 
395	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26320815p2	PH2920f25150d2eac	 
395	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26320945p3	PH2920f25150d2eac	 
395	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26344174p2	PH2920f25150d2eac	 
395	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26344577p2	PH2920f25150d2eac	 
395	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26353352p2	PH2920f25150d2eac	 
395	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26373078p3	PH2920f25150d2eac	 
395	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26374208p2	PH2920f25150d2eac	 
395	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26377952p2	PH2920f25150d2eac	 
395	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26385492p2	PH2920f25150d2eac	 
395	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26396673p4	PH2920f25150d2eac	1
395	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26397621p2	PH2920f25150d2eac	1
395	B	14	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26401485p2	PH2920f25150d2eac	 

396	B	5	http://www.vondel.humanities.uva.nl/ecartico/persons/	14915	PH2e470e9dff194f7	1
396	B	5	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26325262p1	PH2e470e9dff194f7	1
396	B	5	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26383057p1	PH2e470e9dff194f7	 
396	B	5	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26383134p1	PH2e470e9dff194f7	 
396	B	5	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26386155p1	PH2e470e9dff194f7	

397	B	13	http://www.vondel.humanities.uva.nl/ecartico/persons/	21774	PH0cadf299ac6b0ab	 
397	B	13	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26340492p3	PH0cadf299ac6b0ab	 
397	B	13	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26346146p3	PH0cadf299ac6b0ab	 
397	B	13	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26351927p1	PH0cadf299ac6b0ab	1
397	B	13	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26352311p1	PH0cadf299ac6b0ab	 
397	B	13	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26352336p1	PH0cadf299ac6b0ab	 
397	B	13	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26352342p1	PH0cadf299ac6b0ab	 
397	B	13	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26352345p1	PH0cadf299ac6b0ab	 
397	B	13	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26352356p1	PH0cadf299ac6b0ab	 
397	B	13	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26352389p1	PH0cadf299ac6b0ab	1
397	B	13	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26396386p3	PH0cadf299ac6b0ab	 
397	B	13	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26540737p3	PH0cadf299ac6b0ab	 
397	B	13	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26541139p3	PH0cadf299ac6b0ab	 

398	B	4	http://www.vondel.humanities.uva.nl/ecartico/persons/	18993	PH75850d5dcf89636	 
398	B	4	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26317944p2	PH75850d5dcf89636	
398	B	4	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26343461p2	PH75850d5dcf89636	 
398	B	4	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26365626p2	PH75850d5dcf89636	

399	B	4	http://www.vondel.humanities.uva.nl/ecartico/persons/	14811	PH1d60f7efb6d5278	1
399	B	4	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26348011p3	PH1d60f7efb6d5278	 
399	B	4	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId26369964p3	PH1d60f7efb6d5278	 
399	B	4	http://goldenagents.org/uva/SAA/person/IndexOpOndertrouwregister/	saaId28315844p1	PH1d60f7efb6d5278	1

